,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status (Note),Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
1687,21_01_1687,Private Car,LANDROVER,RR VELAR R-DYN S P250,Petrol,1997,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2021-01
1688,21_01_1688,Private Car,HYUNDAI,KONA ELECTRIC RANGE+ (URBAN),Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1689,21_01_1689,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1690,21_01_1690,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2021,2021-01
1691,21_01_1691,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2012,2021-01
1692,21_01_1692,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1693,21_01_1693,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013,2021-01
1694,21_01_1694,Private Car,TOYOTA,VOXY,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015,2021-01
1695,21_01_1695,Private Car,TOYOTA,NOAH HYBRID,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015,2021-01
1696,21_01_1696,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1697,21_01_1697,Private Car,B.M.W.,520IA SALOON LUXURY (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1698,21_01_1698,Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020,2021-01
1699,21_01_1699,Private Car,TOYOTA,COROLLA FIELDER,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2021-01
1700,21_01_1700,Private Car,MERCEDES BENZ,MERCEDES-AMG GLB35 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2021-01
1701,21_01_1701,Private Car,MAZDA,CX-8 2.5 I-PLUS (6 SEATER),Petrol,2488,STATION WAGGON,A,-,5,"> 150,000 and <= 300,000",2020,2021-01
1702,21_01_1702,Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1703,21_01_1703,Private Car,HONDA,FREED SPIKE G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2021-01
1704,21_01_1704,Private Car,HYUNDAI,I30N,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1705,21_01_1705,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1706,21_01_1706,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1707,21_01_1707,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1708,21_01_1708,Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1709,21_01_1709,Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020,2021-01
1710,21_01_1710,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1711,21_01_1711,Private Car,MERCEDES BENZ,MERCEDES-AMG GLE53 4M+ COUPE (C167),Petrol,2999,Station Waggon(Hvy),A,-,4,"> 500,000",2020,2021-01
1712,21_01_1712,Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1713,21_01_1713,Private Car,TOYOTA,COROLLA FIELDER HYBRID,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1714,21_01_1714,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1715,21_01_1715,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1716,21_01_1716,Private Car,NISSAN,ELGRAND 350 HWS AVM,Petrol,3498,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2021-01
1717,21_01_1717,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2021-01
1718,21_01_1718,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1719,21_01_1719,Private Car,VOLVO,XC90 T6 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2021-01
1720,21_01_1720,Private Car,AUDI,Q7 55 TFSI QUATTRO S LINE,Petrol,2995,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1721,21_01_1721,Private Car,HONDA,FREED G HIGHWAY EDITION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2021-01
1722,21_01_1722,Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1723,21_01_1723,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1724,21_01_1724,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2012,2021-01
1725,21_01_1725,Private Car,MINI,MINI 5-DOOR COOPER AUTOMATIC WORKS EDITION (F55),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1726,21_01_1726,Private Car,HONDA,STEPWGN SPADA Z,Petrol,1997,STATION WAGGON,C2,-,6,"<= 150,000",2013,2021-01
1727,21_01_1727,Private Car,HONDA,FREED G AERO,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,2021-01
1728,21_01_1728,Private Car,HONDA,ODYSSEY,Petrol,2356,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1729,21_01_1729,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2013,2021-01
1730,21_01_1730,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2017,2021-01
1731,21_01_1731,Private Car,TOYOTA,AQUA GS,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2014,2021-01
1732,21_01_1732,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1733,21_01_1733,Private Car,TOYOTA,VELLFIRE ZG,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019,2021-01
1734,21_01_1734,Private Car,MERCEDES BENZ,E200 EXCLUSIVE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1735,21_01_1735,Private Car,AUDI,Q8 55 TFSI QUATTRO,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2020,2021-01
1736,21_01_1736,Private Car,TOYOTA,ALPHARD SC FACELIFT,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2018,2021-01
1737,21_01_1737,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2015,2021-01
1738,21_01_1738,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1739,21_01_1739,Private Car,VOLVO,XC40 B4 MOMENTUM,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1740,21_01_1740,Private Car,B.M.W.,218IA GRAN COUPE M SPORT EDITION (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1741,21_01_1741,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1742,21_01_1742,Private Car,TOYOTA,86 G,Petrol,1998,SALOON,C2,-,3,"<= 150,000",2013,2021-01
1743,21_01_1743,Private Car,HONDA,FREED G  AERO JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2021-01
1744,21_01_1744,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1745,21_01_1745,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1746,21_01_1746,Private Car,LANDROVER,DISCOVERY SPT P200 R-DYN SE,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2021-01
1747,21_01_1747,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1748,21_01_1748,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1749,21_01_1749,Private Car,VOLKSWAGEN,T-ROC 1.5 TSI HL,Petrol,1498,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1750,21_01_1750,Private Car,MAZDA,CX-30 2.0 I-PLUS,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1751,21_01_1751,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1752,21_01_1752,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1753,21_01_1753,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2021-01
1754,21_01_1754,Private Car,TOYOTA,VOXY,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2017,2021-01
1755,21_01_1755,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2017,2021-01
1756,21_01_1756,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1757,21_01_1757,Private Car,LEXUS,NX300H,Petrol,2494,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1758,21_01_1758,Private Car,TOYOTA,FJ CRUISER,Petrol,3955,STATION WAGGON,C2,-,4,"> 150,000 and <= 300,000",2011,2021-01
1759,21_01_1759,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1760,21_01_1760,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2021,2021-01
1761,21_01_1761,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2021-01
1762,21_01_1762,Private Car,BMW I,I3 120AH (I01),Electric,-,SALOON,A,-,3,"> 300,000 and <= 500,000",2019,2021-01
1763,21_01_1763,Private Car,VOLKSWAGEN,T-CROSS,Petrol,999,STATION WAGGON,A,-,4,"<= 150,000",2019,2021-01
1764,21_01_1764,Private Car,SUZUKI,SOLIO BLACK & WHITE II,Petrol,1242,SALOON,C2,-,4,"<= 150,000",2013,2021-01
1765,21_01_1765,Private Car,B.M.W.,520IA SALOON LUXURY (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1766,21_01_1766,Private Car,SMART,SMART FORFOUR ED FL (W453),Electric,-,SALOON,A,-,3,"> 150,000 and <= 300,000",2020,2021-01
1767,21_01_1767,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1768,21_01_1768,Private Car,MERCEDES BENZ,S450 FACELIFT (V222),Petrol,2999,SALOON,A,-,4,"> 500,000",2020,2021-01
1769,21_01_1769,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1770,21_01_1770,Private Car,HONDA,INTEGRA TYPE R,Petrol,1797,SALOON,C2,-,1,"<= 150,000",2000,2021-01
1771,21_01_1771,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1772,21_01_1772,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1773,21_01_1773,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019,2021-01
1774,21_01_1774,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1775,21_01_1775,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1776,21_01_1776,Private Car,MERCEDES BENZ,MERCEDES-AMG GLE53 4M+ COUPE (C167),Petrol,2999,Station Waggon(Hvy),A,-,4,"> 500,000",2020,2021-01
1777,21_01_1777,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1778,21_01_1778,Private Car,TOYOTA,GR YARIS FIRST EDITION HIGH PERFORMANCE,Petrol,1618,SALOON,C2,-,3,"> 300,000 and <= 500,000",2020,2021-01
1779,21_01_1779,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2021,2021-01
1780,21_01_1780,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2021-01
1781,21_01_1781,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2016,2021-01
1782,21_01_1782,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1783,21_01_1783,Private Car,B.M.W.,X3 XDRIVE20I,Petrol,1998,STATION WAGGON,D,-,4,"> 150,000 and <= 300,000",2020,2021-01
1784,21_01_1784,Private Car,MERCEDES BENZ,EQC 400 4MATIC (N293),Electric,-,STATION WAGGON,A,-,4,"> 500,000",2020,2021-01
1785,21_01_1785,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1786,21_01_1786,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2021-01
1787,21_01_1787,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1788,21_01_1788,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1789,21_01_1789,Private Car,KIA,NIRO EV,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1790,21_01_1790,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1791,21_01_1791,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1792,21_01_1792,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1793,21_01_1793,Private Car,NISSAN,CUBE RIDER,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2013,2021-01
1794,21_01_1794,Private Car,VOLKSWAGEN,T-CROSS,Petrol,999,STATION WAGGON,A,-,4,"<= 150,000",2019,2021-01
1795,21_01_1795,Private Car,BENTLEY,BENTAYGA V8,Petrol,3996,Station Waggon(Hvy),A,-,4,"> 500,000",2020,2021-01
1796,21_01_1796,Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1797,21_01_1797,Private Car,PORSCHE,911 CARRERA S,Petrol,2981,SALOON,A,-,3,"> 500,000",2020,2021-01
1798,21_01_1798,Private Car,MINI,MINI COOPER COUNTRYMAN AUTOMATIC (F60),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1799,21_01_1799,Private Car,MERCEDES BENZ,G63 AMG,Petrol,3982,STATION WAGGON,C2,-,4,"> 500,000",2020,2021-01
1800,21_01_1800,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012,2021-01
1801,21_01_1801,Private Car,VOLVO,XC40 B5 R-DESIGN,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1802,21_01_1802,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020,2021-01
1803,21_01_1803,Private Car,MAZDA,7G MAZDA3 HATCHBACK 2.0 HIGH,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1804,21_01_1804,Private Car,MINI,MINI 5-DOOR ONE AUTOMATIC (F55),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1805,21_01_1805,Private Car,HONDA,VEZEL HYBRID Z,Petrol,1496,STATION WAGGON,C2,-,4,"> 150,000 and <= 300,000",2015,2021-01
1806,21_01_1806,Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020,2021-01
1807,21_01_1807,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2021-01
1808,21_01_1808,Private Car,MINI,MINI 5-DOOR COOPER AUTOMATIC WORKS EDITION (F55),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1809,21_01_1809,Private Car,MERCEDES BENZ,MERCEDES-AMG CLA35 4MATIC COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1810,21_01_1810,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1811,21_01_1811,Private Car,MAZDA,7G MAZDA3 HATCHBACK 2.0 HIGH,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1812,21_01_1812,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1813,21_01_1813,Private Car,HONDA,FIT HYBRID S,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1814,21_01_1814,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1815,21_01_1815,Private Car,B.M.W.,X6 XDRIVE40IA XLINE (G06),Petrol,2998,STATION WAGGON,A,-,4,"> 500,000",2020,2021-01
1816,21_01_1816,Private Car,MITSUBISHI,ECLIPSE CROSS 1.5 CVT 4WD,Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1817,21_01_1817,Private Car,TOYOTA,ALPHARD 3.5 SC,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020,2021-01
1818,21_01_1818,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2021-01
1819,21_01_1819,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2021-01
1820,21_01_1820,Private Car,MINI,MINI COOPER COUNTRYMAN AUTOMATIC (F60),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1821,21_01_1821,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020,2021-01
1822,21_01_1822,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1823,21_01_1823,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2021-01
1824,21_01_1824,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2021-01
1825,21_01_1825,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1826,21_01_1826,Private Car,VOLKSWAGEN,GOLF,Petrol,1984,SALOON,D,-,4,"<= 150,000",2015,2021-01
1827,21_01_1827,Private Car,MERCEDES BENZ,MERCEDES-AMG GLE53 4M+ COUPE (C167),Petrol,2999,Station Waggon(Hvy),A,-,4,"> 500,000",2020,2021-01
1828,21_01_1828,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1829,21_01_1829,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2015,2021-01
1830,21_01_1830,Private Car,MERCEDES BENZ,V260 EXCLUSIVE LONG,Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2018,2021-01
1831,21_01_1831,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1832,21_01_1832,Private Car,PORSCHE,718 CAYMAN GTS 4.0,Petrol,3995,SALOON,A,-,1,"> 500,000",2020,2021-01
1833,21_01_1833,Private Car,TOYOTA,NOAH HYBRID,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015,2021-01
1834,21_01_1834,Private Car,LEXUS,CT200H HYBRID,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1835,21_01_1835,Private Car,HYUNDAI,NEW SANTA FE PREMIUM,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2021-01
1836,21_01_1836,Private Car,MASERATI,LEVANTE GRANSPORT,Petrol,2979,STATION WAGGON,A,-,4,"> 500,000",2019,2021-01
1837,21_01_1837,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2021-01
1838,21_01_1838,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1839,21_01_1839,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2021,2021-01
1840,21_01_1840,Private Car,AUDI,Q5 45 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1841,21_01_1841,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011,2021-01
1842,21_01_1842,Private Car,AUDI,Q3 35 TFSI,Petrol,1498,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1843,21_01_1843,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1844,21_01_1844,Private Car,B.M.W.,118IA SPORT (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1845,21_01_1845,Private Car,TOYOTA,COROLLA FIELDER,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2021-01
1846,21_01_1846,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2021,2021-01
1847,21_01_1847,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1848,21_01_1848,Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015,2021-01
1849,21_01_1849,Private Car,VOLKSWAGEN,T-ROC 1.5 TSI HL,Petrol,1498,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1850,21_01_1850,Private Car,MERCEDES BENZ,CLS450 4MATIC (C257),Petrol,2999,SALOON,A,-,4,"> 500,000",2020,2021-01
1851,21_01_1851,Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1852,21_01_1852,Private Car,VOLKSWAGEN,T-ROC 1.5 TSI HL,Petrol,1498,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1853,21_01_1853,Private Car,TOYOTA,SAI,Petrol,2362,SALOON,C2,-,4,"<= 150,000",2015,2021-01
1854,21_01_1854,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2021-01
1855,21_01_1855,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2021-01
1856,21_01_1856,Private Car,VOLKSWAGEN,T-ROC 1.5 TSI HL,Petrol,1498,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1857,21_01_1857,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"<= 150,000",2009,2021-01
1858,21_01_1858,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1859,21_01_1859,Private Car,MAZDA,CX-8 2.5 I-PLUS,Petrol,2488,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1860,21_01_1860,Private Car,MERCEDES BENZ,MERCEDES-AMG A45 S 4MATIC+ (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 500,000",2020,2021-01
1861,21_01_1861,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1862,21_01_1862,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2021,2021-01
