,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Unnamed: 11,Date Of Registration
1262,20_07_1262,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1263,20_07_1263,Private Car,KIA,MORNING SPORT A/T,Petrol,1248,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
1264,20_07_1264,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013.0,,2020-07
1265,20_07_1265,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1266,20_07_1266,Private Car,PORSCHE,CAYENNE TURBO,Petrol,3996,STATION WAGGON,A,-,4,"> 500,000",2020.0,,2020-07
1267,20_07_1267,Private Car,HONDA,FREED G HIGHWAY EDITION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011.0,,2020-07
1268,20_07_1268,Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013.0,,2020-07
1269,20_07_1269,Private Car,TOYOTA,AQUA,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1270,20_07_1270,Private Car,B.M.W.,X7 XDRIVE40IA 7-SEATER M SPORT EDITION (G07),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
1271,20_07_1271,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1272,20_07_1272,Private Car,HONDA,ODYSSEY ABSOLUTE,Petrol,2354,STATION WAGGON,C2,-,6,"<= 150,000",2012.0,,2020-07
1273,20_07_1273,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1274,20_07_1274,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
1275,20_07_1275,Private Car,MINI,MINI COOPER S MANUAL (F56),Petrol,1998,SALOON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
1276,20_07_1276,Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1277,20_07_1277,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2012.0,,2020-07
1278,20_07_1278,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015.0,,2020-07
1279,20_07_1279,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1280,20_07_1280,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1281,20_07_1281,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2012.0,,2020-07
1282,20_07_1282,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011.0,,2020-07
1283,20_07_1283,Private Car,MERCEDES BENZ,MERCEDES-AMG G63 4M FL(W463),Petrol,3982,STATION WAGGON,A,-,4,"> 500,000",2020.0,,2020-07
1284,20_07_1284,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1285,20_07_1285,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1333,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2018.0,,2020-07
1286,20_07_1286,Private Car,LEXUS,NX300H,Petrol,2494,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1287,20_07_1287,Private Car,TOYOTA,AQUA,Petrol,1490,SALOON,C2,-,4,"<= 150,000",2014.0,,2020-07
1288,20_07_1288,Private Car,MERCEDES BENZ,C200 CABRIOLET FL(A205),Petrol,1497,CONVERTIBLE,A,-,3,"> 300,000 and <= 500,000",2019.0,,2020-07
1289,20_07_1289,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1290,20_07_1290,Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,STATION WAGGON,C2,-,6,"<= 150,000",2014.0,,2020-07
1291,20_07_1291,Private Car,B.M.W.,218IA GRAN COUPE M SPORT EDITION (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1292,20_07_1292,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1293,20_07_1293,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012.0,,2020-07
1294,20_07_1294,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1295,20_07_1295,Private Car,MERCEDES BENZ,MERCEDES-AMG A35 4M (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1296,20_07_1296,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1297,20_07_1297,Private Car,TOYOTA,VELLFIRE ZAG,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2016.0,,2020-07
1298,20_07_1298,Private Car,PEUGEOT,3008 THP 1.6L EAT8 ALLURE,Petrol,1598,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1299,20_07_1299,Private Car,TOYOTA,COROLLA FIELDER,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013.0,,2020-07
1300,20_07_1300,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
1301,20_07_1301,Private Car,TOYOTA,SIENTA HV,Petrol,1497,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1302,20_07_1302,Private Car,LEXUS,CT200H,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2011.0,,2020-07
1303,20_07_1303,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1304,20_07_1304,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"<= 150,000",2010.0,,2020-07
1305,20_07_1305,Private Car,TOYOTA,CELICA,Petrol,1998,SALOON,C2,-,4,"<= 150,000",1996.0,,2020-07
1306,20_07_1306,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1307,20_07_1307,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020.0,,2020-07
1308,20_07_1308,Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1309,20_07_1309,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1310,20_07_1310,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
1311,20_07_1311,Private Car,HONDA,FREED G AERO JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010.0,,2020-07
1312,20_07_1312,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1313,20_07_1313,Private Car,SUZUKI,IGNIS,Petrol,1242,SALOON,C2,-,4,"<= 150,000",2017.0,,2020-07
1314,20_07_1314,Private Car,KIA,SORENTO PE 3.5 MPI GT 2WD,Petrol,3470,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1315,20_07_1315,Private Car,KIA,NIRO EV,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1316,20_07_1316,Private Car,TOYOTA,SAI,Petrol,2362,SALOON,C2,-,4,"<= 150,000",2015.0,,2020-07
1317,20_07_1317,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
1318,20_07_1318,Private Car,LEXUS,NX300H,Petrol,2494,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1319,20_07_1319,Private Car,HYUNDAI,NEW SANTA FE PREMIUM,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019.0,,2020-07
1320,20_07_1320,Private Car,PEUGEOT,5008 THP 1.6L EAT8 ALLURE,Petrol,1598,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019.0,,2020-07
1321,20_07_1321,Private Car,HYUNDAI,ELANTRA FACELIFT,Petrol,1591,SALOON,A,-,4,"<= 150,000",2019.0,,2020-07
1322,20_07_1322,Private Car,MERCEDES BENZ,S450 FACELIFT (V222),Petrol,2999,SALOON,A,-,4,"> 500,000",2019.0,,2020-07
1323,20_07_1323,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1324,20_07_1324,Private Car,LEXUS,CT200H,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2011.0,,2020-07
1325,20_07_1325,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1326,20_07_1326,Private Car,MINI,MINI COOPER S CLUBMAN AUTOMATIC (F54),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1327,20_07_1327,Private Car,SUBARU,WRX STI,Petrol,1994,SALOON,C2,-,4,"> 150,000 and <= 300,000",2018.0,,2020-07
1328,20_07_1328,Private Car,TOYOTA,CAMRY 2.5,Petrol,2494,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1329,20_07_1329,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020.0,,2020-07
1330,20_07_1330,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
1331,20_07_1331,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1332,20_07_1332,Private Car,MERCEDES BENZ,A250 (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1333,20_07_1333,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1334,20_07_1334,Private Car,TOYOTA,VELLFIRE,Petrol,2493,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1335,20_07_1335,Private Car,B.M.W.,320IA TOURING SPORT (G21),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1336,20_07_1336,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
1337,20_07_1337,Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1338,20_07_1338,Private Car,MAZDA,CX-5 IPM2 2.0 CORE,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1339,20_07_1339,Private Car,HONDA,FIT HYBRID F PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013.0,,2020-07
1340,20_07_1340,Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015.0,,2020-07
1341,20_07_1341,Private Car,B.M.W.,X7 XDRIVE40IA 7-SEATER PURE EXCELLENCE (G07),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
1342,20_07_1342,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1343,20_07_1343,Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1344,20_07_1344,Private Car,TOYOTA,ALPHARD,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2013.0,,2020-07
1345,20_07_1345,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1346,20_07_1346,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2013.0,,2020-07
1347,20_07_1347,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020.0,,2020-07
1348,20_07_1348,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1349,20_07_1349,Private Car,HONDA,S2000 BASE GRADE,Petrol,1997,CONVERTIBLE,C2,-,1,"<= 150,000",1999.0,,2020-07
1350,20_07_1350,Private Car,TOYOTA,ALPHARD,Petrol,2493,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
1351,20_07_1351,Private Car,ABARTH,595 TROFEO,Petrol,1368,SALOON,D,-,3,"<= 150,000",2018.0,,2020-07
1352,20_07_1352,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1353,20_07_1353,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1354,20_07_1354,Private Car,B.M.W.,X4 XDRIVE20IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1355,20_07_1355,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1356,20_07_1356,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1357,20_07_1357,Private Car,B.M.W.,218IA GRAN COUPE M SPORT EDITION (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1358,20_07_1358,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
1359,20_07_1359,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1360,20_07_1360,Private Car,HONDA,STEPWAGON SPADA Z,Petrol,1997,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
1361,20_07_1361,Private Car,SUZUKI,JIMNY 1.5 4WD 5MT,Petrol,1462,STATION WAGGON,A,-,3,"<= 150,000",2020.0,,2020-07
1362,20_07_1362,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1363,20_07_1363,Private Car,TOYOTA,PREVIA 7 SEATER CVT,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
1364,20_07_1364,Private Car,HYUNDAI,KONA ELECTRIC (URBAN),Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1365,20_07_1365,Private Car,B.M.W.,330IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1366,20_07_1366,Private Car,TOYOTA,VELLFIRE HYBRID,Petrol,2493,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015.0,,2020-07
1367,20_07_1367,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1368,20_07_1368,Private Car,B.M.W.,X6 XDRIVE40IA M SPORT EDITION (G06),Petrol,2998,STATION WAGGON,A,-,4,"> 500,000",2020.0,,2020-07
1369,20_07_1369,Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2018.0,,2020-07
1370,20_07_1370,Private Car,SUZUKI,SWIFT SPORT BASE GRADE,Petrol,1371,SALOON,C2,-,4,"<= 150,000",2018.0,,2020-07
1371,20_07_1371,Private Car,MERCEDES BENZ,EQC 400 4MATIC (N293),Electric,-,STATION WAGGON,A,-,4,"> 500,000",2020.0,,2020-07
1372,20_07_1372,Private Car,B.M.W.,X4 XDRIVE20IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1373,20_07_1373,Private Car,LEXUS,IS300H,Petrol,2494,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1374,20_07_1374,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1375,20_07_1375,Private Car,VOLKSWAGEN,NEW GOLF GTI PERFORMANCE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1376,20_07_1376,Private Car,TOYOTA,ALPHARD 3.5 SC,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1377,20_07_1377,Private Car,TOYOTA,COROLLA FIELDER HYBRID,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015.0,,2020-07
1378,20_07_1378,Private Car,SUZUKI,JIMNY 1.5 4WD 5MT,Petrol,1462,STATION WAGGON,A,-,3,"<= 150,000",2020.0,,2020-07
1379,20_07_1379,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1380,20_07_1380,Private Car,HYUNDAI,KONA ELECTRIC (URBAN),Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1381,20_07_1381,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1382,20_07_1382,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1383,20_07_1383,Private Car,MERCEDES BENZ,E240 ESTATE,Petrol,2398,STATION WAGGON,C2,-,6,"<= 150,000",1999.0,,2020-07
1384,20_07_1384,Private Car,SUBARU,XV 2.0I-S EYESIGHT AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1385,20_07_1385,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1386,20_07_1386,Private Car,TOYOTA,PRIUS G'S,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014.0,,2020-07
1387,20_07_1387,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1388,20_07_1388,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1389,20_07_1389,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1390,20_07_1390,Private Car,VOLVO,V60 T4 MOMENTUM,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1391,20_07_1391,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1392,20_07_1392,Private Car,HONDA,STEPWGN SPADA Z,Petrol,1997,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
1393,20_07_1393,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1394,20_07_1394,Private Car,NISSAN,STAGEA,Petrol,2498,STATION WAGGON,C2,-,4,"<= 150,000",1999.0,,2020-07
1395,20_07_1395,Private Car,VOLVO,850,Petrol,2319,STATION WAGGON,C2,-,4,"<= 150,000",1995.0,,2020-07
1396,20_07_1396,Private Car,LANDROVER,DEFENDER 90,Petrol,3946,STATION WAGGON,C2,-,5,"> 150,000 and <= 300,000",1999.0,,2020-07
1397,20_07_1397,Private Car,NISSAN,CUBE RIDER,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2011.0,,2020-07
1398,20_07_1398,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2014.0,,2020-07
1399,20_07_1399,Private Car,TOYOTA,COROLLA RUMION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2012.0,,2020-07
1400,20_07_1400,Private Car,VOLVO,XC60 T5 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1401,20_07_1401,Private Car,KIA,SPORTAGE PE GT-LINE,Petrol,1999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1402,20_07_1402,Private Car,PORSCHE,911 CARRERA CABRIOLET,Petrol,2981,CONVERTIBLE,A,-,3,"> 500,000",2020.0,,2020-07
1403,20_07_1403,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1404,20_07_1404,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014.0,,2020-07
1405,20_07_1405,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
1406,20_07_1406,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1407,20_07_1407,Private Car,MINI,MINI COOPER AUTOMATIC (F56),Petrol,1499,SALOON,A,-,3,"> 150,000 and <= 300,000",2019.0,,2020-07
1408,20_07_1408,Private Car,MAZDA,CX-5 IPM2 2.0 CORE,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1409,20_07_1409,Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1410,20_07_1410,Private Car,HONDA,STEPWAGON SPADA,Petrol,1496,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015.0,,2020-07
1411,20_07_1411,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1412,20_07_1412,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1413,20_07_1413,Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1414,20_07_1414,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1415,20_07_1415,Private Car,HONDA,STEPWAGON SPADA,Petrol,1496,STATION WAGGON,C2,-,7,"> 150,000 and <= 300,000",2015.0,,2020-07
1416,20_07_1416,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1417,20_07_1417,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
1418,20_07_1418,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
1419,20_07_1419,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
1420,20_07_1420,Private Car,MERCEDES BENZ,G63 AMG COLOUR EDITION AUTO,Petrol,5461,STATION WAGGON,D,-,4,"> 500,000",2015.0,,2020-07
1421,20_07_1421,Private Car,TOYOTA,COROLLA FIELDER,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015.0,,2020-07
1422,20_07_1422,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
1423,20_07_1423,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1424,20_07_1424,Private Car,SUBARU,IMPREZA SPORTS WAGON WRX STI VERSION III V-LIMITED,Petrol,1994,STATION WAGGON,C2,-,4,"<= 150,000",1997.0,,2020-07
1425,20_07_1425,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1426,20_07_1426,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015.0,,2020-07
1427,20_07_1427,Private Car,B.M.W.,330IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
1428,20_07_1428,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
1429,20_07_1429,Private Car,TOYOTA,AQUA,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
1430,20_07_1430,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020.0,,2020-07
1431,20_07_1431,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
1432,20_07_1432,Private Car,KIA,MORNING SPORT A/T,Petrol,1248,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
1433,20_07_1433,Private Car,MINI,MINI JOHN COOPER WORKS AUTOMATIC (F56),Petrol,1998,SALOON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
1434,20_07_1434,Private Car,MITSUBISHI,ECLIPSE CROSS 1.5 CVT 4WD,Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
