,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Unnamed: 11,Date Of Registration
984,20_09_984,Private Car,TOYOTA,TOWN ACE VAN,Petrol,1495,STATION WAGGON,C2,-,4,"<= 150,000",2009,,2020-09
985,20_09_985,Private Car,JEEP,WRANGLER UNLIMITED SAHARA,Petrol,3604,CONVERTIBLE,C2,-,4,"> 150,000 and <= 300,000",2017,,2020-09
986,20_09_986,Private Car,HONDA,INTEGRA DB8 TYPE R,Petrol,1797,SALOON,C2,-,4,"<= 150,000",1998,,2020-09
987,20_09_987,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020,,2020-09
988,20_09_988,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
989,20_09_989,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2011,,2020-09
990,20_09_990,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
991,20_09_991,Private Car,B.M.W.,X4 XDRIVE20IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
992,20_09_992,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020,,2020-09
993,20_09_993,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020,,2020-09
994,20_09_994,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
995,20_09_995,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
996,20_09_996,Private Car,B.M.W.,218IA GRAN COUPE SPORT (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
997,20_09_997,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020,,2020-09
998,20_09_998,Private Car,MINI,MINI ONE COUNTRYMAN AUTOMATIC (F60),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
999,20_09_999,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1000,20_09_1000,Private Car,TOYOTA,SIENTA HV,Petrol,1497,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1001,20_09_1001,Private Car,HONDA,ODYSSEY,Petrol,2356,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1002,20_09_1002,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1003,20_09_1003,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1004,20_09_1004,Private Car,MERCEDES BENZ,MERCEDES-AMG CLA45 S 4M+ COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 500,000",2020,,2020-09
1005,20_09_1005,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1006,20_09_1006,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1007,20_09_1007,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1008,20_09_1008,Private Car,TOYOTA,PRIUS L,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014,,2020-09
1009,20_09_1009,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
1010,20_09_1010,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1011,20_09_1011,Private Car,MERCEDES BENZ,B220 (W247),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,,2020-09
1012,20_09_1012,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020,,2020-09
1013,20_09_1013,Private Car,VOLVO,XC90 B6 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,,2020-09
1014,20_09_1014,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2017,,2020-09
1015,20_09_1015,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1016,20_09_1016,Private Car,TOYOTA,VELLFIRE ZG,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019,,2020-09
1017,20_09_1017,Private Car,TOYOTA,VELLFIRE,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2010,,2020-09
1018,20_09_1018,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020,,2020-09
1019,20_09_1019,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013,,2020-09
1020,20_09_1020,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1021,20_09_1021,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1022,20_09_1022,Private Car,LEXUS,RX300,Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
1023,20_09_1023,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1024,20_09_1024,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020,,2020-09
1025,20_09_1025,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1026,20_09_1026,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1027,20_09_1027,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1028,20_09_1028,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1029,20_09_1029,Private Car,HONDA,S2000,Petrol,1997,CONVERTIBLE,C2,-,1,"<= 150,000",1999,,2020-09
1030,20_09_1030,Private Car,MERCEDES BENZ,S450 FACELIFT (V222),Petrol,2999,SALOON,A,-,4,"> 500,000",2020,,2020-09
1031,20_09_1031,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1032,20_09_1032,Private Car,MERCEDES BENZ,MERCEDES-AMG CLA45 S 4M+ COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 500,000",2019,,2020-09
1033,20_09_1033,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,,2020-09
1034,20_09_1034,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1035,20_09_1035,Private Car,PORSCHE,CAYENNE COUPE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
1036,20_09_1036,Private Car,B.M.W.,330IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1037,20_09_1037,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020,,2020-09
1038,20_09_1038,Private Car,B.M.W.,118IA M SPORT EDITION (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1039,20_09_1039,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1040,20_09_1040,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1041,20_09_1041,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1042,20_09_1042,Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015,,2020-09
1043,20_09_1043,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1044,20_09_1044,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1045,20_09_1045,Private Car,KIA,MORNING SPORT A/T,Petrol,1248,SALOON,A,-,4,"<= 150,000",2020,,2020-09
1046,20_09_1046,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1047,20_09_1047,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020,,2020-09
1048,20_09_1048,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1049,20_09_1049,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1050,20_09_1050,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
1051,20_09_1051,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1052,20_09_1052,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1053,20_09_1053,Private Car,MINI,MINI 5-DOOR COOPER S AUTOMATIC WORKS EDITION (F55),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1054,20_09_1054,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1055,20_09_1055,Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1056,20_09_1056,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1057,20_09_1057,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1058,20_09_1058,Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1059,20_09_1059,Private Car,HONDA,VEZEL HYBRID X,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,,2020-09
1060,20_09_1060,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
1061,20_09_1061,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1062,20_09_1062,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1063,20_09_1063,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1064,20_09_1064,Private Car,TOYOTA,COROLLA RUMION,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2010,,2020-09
1065,20_09_1065,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1066,20_09_1066,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1067,20_09_1067,Private Car,B.M.W.,118I MANUAL SPORT (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1068,20_09_1068,Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020,,2020-09
1069,20_09_1069,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1070,20_09_1070,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013,,2020-09
1071,20_09_1071,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1072,20_09_1072,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1073,20_09_1073,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1074,20_09_1074,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1075,20_09_1075,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020,,2020-09
1076,20_09_1076,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1077,20_09_1077,Private Car,MINI,MINI 5-DOOR COOPER AUTOMATIC WORKS EDITION (F55),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1078,20_09_1078,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1079,20_09_1079,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1080,20_09_1080,Private Car,PORSCHE,911 CARRERA S COUPE,Petrol,2981,SALOON,A,-,3,"> 500,000",2020,,2020-09
1081,20_09_1081,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1082,20_09_1082,Private Car,MAZDA,7G MAZDA3 SEDAN 2.0 I-PLUS,Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1083,20_09_1083,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1084,20_09_1084,Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1085,20_09_1085,Private Car,MAZDA,7G MAZDA3 HATCHBACK 2.0 I-PLUS,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1086,20_09_1086,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1087,20_09_1087,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1088,20_09_1088,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1089,20_09_1089,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1090,20_09_1090,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1091,20_09_1091,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1092,20_09_1092,Private Car,KIA,SPORTAGE PE GT-LINE,Petrol,1999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1093,20_09_1093,Private Car,SUZUKI,SOLIO 2WD CVT MILD HYBRID,Petrol,1242,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
1094,20_09_1094,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1095,20_09_1095,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1096,20_09_1096,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1097,20_09_1097,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1098,20_09_1098,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
1099,20_09_1099,Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1100,20_09_1100,Private Car,MERCEDES BENZ,S450 FACELIFT (V222),Petrol,2999,SALOON,A,-,4,"> 500,000",2020,,2020-09
1101,20_09_1101,Private Car,LEXUS,RX450H,Petrol,3456,STATION WAGGON,C2,-,4,"> 300,000 and <= 500,000",2018,,2020-09
1102,20_09_1102,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1103,20_09_1103,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,,2020-09
1104,20_09_1104,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,,2020-09
1105,20_09_1105,Private Car,AUDI,A3 SPORTBACK 40 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1106,20_09_1106,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1107,20_09_1107,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1108,20_09_1108,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,,2020-09
1109,20_09_1109,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1110,20_09_1110,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
1111,20_09_1111,Private Car,MERCEDES BENZ,MERCEDES-AMG G63 4M FL(W463),Petrol,3982,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
1112,20_09_1112,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1113,20_09_1113,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,,2020-09
1114,20_09_1114,Private Car,HONDA,FIT HYBRID F PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,,2020-09
1115,20_09_1115,Private Car,TOYOTA,ESTIMA AERAS G,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011,,2020-09
1116,20_09_1116,Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020,,2020-09
1117,20_09_1117,Private Car,LAMBORGHINI,URUS 4.0 - 5 SEATS,Petrol,3996,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
1118,20_09_1118,Private Car,HONDA,FREED GH,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2013,,2020-09
1119,20_09_1119,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,,2020-09
1120,20_09_1120,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1121,20_09_1121,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1122,20_09_1122,Private Car,VOLVO,XC40 B4 MOMENTUM,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1123,20_09_1123,Private Car,NISSAN,GT-R NISMO,Petrol,3799,SALOON,C2,-,3,"> 500,000",2017,,2020-09
1124,20_09_1124,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1125,20_09_1125,Private Car,B.M.W.,X4 XDRIVE20IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1126,20_09_1126,Private Car,AUDI,Q8 55 TFSI QUATTRO,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
1127,20_09_1127,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1128,20_09_1128,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1129,20_09_1129,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
1130,20_09_1130,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1131,20_09_1131,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1132,20_09_1132,Private Car,MERCEDES BENZ,MERCEDES-AMG G63 4M FL(W463),Petrol,3982,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
1133,20_09_1133,Private Car,PORSCHE,CAYENNE COUPE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
1134,20_09_1134,Private Car,TOYOTA,NOAH,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2017,,2020-09
1135,20_09_1135,Private Car,DATSUN,240Z,Petrol,2400,SALOON,C2,-,1,"> 150,000 and <= 300,000",1971,,2020-09
1136,20_09_1136,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1137,20_09_1137,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1138,20_09_1138,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
1139,20_09_1139,Private Car,HONDA,ODYSSEY,Petrol,2356,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1140,20_09_1140,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1141,20_09_1141,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1142,20_09_1142,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,,2020-09
1143,20_09_1143,Private Car,HYUNDAI,IONIQ ELECTRIC,Electric,-,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1144,20_09_1144,Private Car,B.M.W.,M340IA XDRIVE SALOON (G20),Petrol,2998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1145,20_09_1145,Private Car,TOYOTA,COROLLA FIELDER HYBRID,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,,2020-09
1146,20_09_1146,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,,2020-09
1147,20_09_1147,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,,2020-09
1148,20_09_1148,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,,2020-09
1149,20_09_1149,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,,2020-09
1150,20_09_1150,Private Car,VOLVO,XC60 B5 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1151,20_09_1151,Private Car,LEXUS,RX450H,Petrol,3456,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,,2020-09
1152,20_09_1152,Private Car,HONDA,FREED SPIKE G AERO,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2012,,2020-09
1153,20_09_1153,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"<= 150,000",2013,,2020-09
1154,20_09_1154,Private Car,PORSCHE,CAYENNE COUPE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2020,,2020-09
1155,20_09_1155,Private Car,HONDA,FREED G HIGHWAY EDITION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,,2020-09
